NAME,ID,HIST_DATE,ARCH_DATE_MIN,ARCH_DATE_MAX,ARCH_DATE_MID,ALTITUDE,TERR_UNDUL,LAND_TYPE,LAND_TYPE_SIMP,ALA,DIST_PRAGUE,DIST_MAJTOWN,DIST_MONAST,DIST_MAJROAD,DIST_MAJRIV,STATUS,LONG,LAT
Chvalšiny,384,1281,1200,1300,1250,570,7.12,7,6+7,0,138030,8987,11703,11856,8860,1,-776782.0246,-1176806.174
Kájov,385,1263,1225,1275,1250,543,7.14,7,6+7,0,142690,4105,9720,10589,3854,0,-773998.6079,-1182261.883
Staré Dobrkovice,386,1347,1200,1250,1225,505,7.36,7,6+7,0,141482,2031,7280,8288,1920,0,-771639.8475,-1181535.602
Český Krumlov,387,1240,1200,1250,1225,491,7.29,7,6+7,0,142201,28,6469,6471,170,1,-769896.2433,-1182619.732
Trhové Sviny,389,1260,1200,1300,1250,460,3,8,8,0,139543,11809,19645,3972,17479,1,-745997.7537,-1182527.789
Benešov nad Černou,390,1332,1200,1300,1250,665,5.58,6,6+7,0,151781,13090,23446,13254,20065,0,-748491.4516,-1194695.977
Tichá,391,1360,1275,1325,1300,656,4.14,6,6+7,0,161095,24336,16087,5971,11127,0,-757376.16,-1203456.331
Cetviny,392,1325,1200,1400,1300,654,5.91,6,6+7,0,163935,25591,18064,7460,13460,0,-755651.0767,-1206452.737
Blansko,393,1360,1200,1300,1250,590,4.42,6,6+7,0,149921,16757,16691,7312,12831,1,-756272.8475,-1192337.216
Kaplice,394,1257,1200,1300,1250,542,4.05,7,6+7,0,150058,15382,15824,5603,11224,1,-757982.0558,-1192310.758
Frymburk,395,1270,1200,1300,1250,736,5.82,5,5,0,159708,19935,11244,19402,307,1,-783056.6183,-1197575.966
Svatý Kříž,396,1530,1300,1400,1350,494,3.06,7,6+7,0,101370,4447,26058,959,3940,0,-667717.9184,-1111114.983
Bezděkov,401,1356,1300,1400,1350,235,2.22,11,9+10+11,1,65348,2954,8986,1081,758,0,-798101.9394,-1008188.098
Divice,402,1318,1300,1400,1350,322,5.18,8,8,0,48134,9018,4117,869,9529,0,-782695.2519,-1016072.681
Jeníkov,403,1352,1300,1400,1350,246,2.64,9,9+10+11,1,76837,2947,4092,7623,20656,0,-781602.5227,-976694.7437
Benešov nad Ploučnicí,404,1352,1300,1400,1350,214,8.7,8,8,0,73167,35,33598,25904,7863,1,-740600.0435,-969888.3375
Rozhled,405,1337,1300,1400,1350,527,7.54,6,6+7,0,86966,13128,45974,16745,24162,0,-720371.3247,-959000.7333
Staré Křečany,406,1485,1300,1400,1350,402,3.79,7,6+7,0,96202,17746,57069,20865,20026,0,-724387.6997,-948599.9625
Zákupy,407,1315,1300,1400,1350,269,2.96,7,6+7,0,68285,7705,27814,19935,32529,1,-718062.8351,-979379.6031
Mříčná,408,1356,1300,1400,1350,417,5.47,7,6+7,0,93898,19236,37864,34450,10313,0,-661496.2413,-996069.5198
Čímyšl,409,1371,1350,1400,1375,308,4.72,7,6+7,1,76975,8788,24007,24453,25067,1,-675781.0955,-1005180.943
Zajakury,410,1383,1300,1325,1312.5,382,3.12,8,8,1,69212,9907,20690,20632,32289,0,-681601.9288,-1010716.026
Bystřice,411,1365,1350,1400,1375,289,2.92,8,8,1,68112,8773,25605,21338,27673,0,-679976.0643,-1016736.62
Mlýnec,412,1322,1300,1350,1325,210,1.88,9,9+10+11,1,62753,4169,26533,13666,19031,0,-682574.2726,-1025433.474
Dolní Javoří,414,1543,1300,1400,1350,349,5.53,7,6+7,0,92665,13349,37974,17503,10781,0,-655364.5226,-1012365.703
Pecka,415,1318,1300,1325,1312.5,416,5.89,7,6+7,0,95218,10631,39198,19346,8651,1,-653295.4809,-1010569.183
Těchlovice,416,1318,1300,1400,1350,278,1.78,8,8,0,93143,8685,8826,11081,7490,0,-649681.2726,-1041512.203
Probluz,417,1347,1300,1400,1350,298,1.75,8,8,1,94141,9256,12143,6909,7767,0,-648839.8976,-1037392.641
Mladé Buky,418,1355,1300,1400,1350,487,8.15,6,6+7,0,115876,7648,29501,31407,10493,0,-635835.6267,-998488.3076
Hlavňov,419,1395,1300,1400,1350,503,6.42,6,6+7,0,140544,6416,2532,17527,30921,0,-606898.1475,-1007243.37
Radeč,420,1545,1300,1400,1350,417,4.98,7,6+7,0,120281,7654,18599,17668,13002,0,-626919.1684,-1010831.12
Hořenice,421,1654,1300,1400,1350,265,2.48,8,8,0,110793,1665,17385,4864,750,0,-633441.1475,-1025330.287
Nové Město nad Metují,422,1501,1500,1600,1550,328,3.65,8,8,0,126760,5791,14528,1516,15746,1,-616708.8975,-1030137.766
Výrava,423,1406,1300,1400,1350,253,1.32,8,8,1,112918,10127,5942,6919,8134,0,-630075.6475,-1036630.641
Přepychy,424,1355,1300,1325,1312.5,312,2.75,7,6+7,0,121693,7295,5115,13310,17785,0,-621126.1163,-1041771.495
Lipovka,425,1497,1300,1325,1312.5,326,3.05,8,8,0,131549,3163,16873,20716,29908,0,-611410.6163,-1049256.558
Srch,426,1436,1300,1400,1350,231,1.13,9,9+10+11,1,95998,5027,6963,13950,3563,0,-647665.4783,-1055777.545
Mikulovice,427,1382,1300,1400,1350,253,1.13,9,9+10+11,1,97883,4449,10057,4005,5853,0,-647691.9366,-1066114.815
Licibořice,428,1329,1300,1325,1312.5,402,4.23,7,6+7,0,98805,8672,13747,8670,18109,0,-650585.8168,-1078470.857
Raná,429,1349,1300,1400,1350,496,2.69,7,6+7,0,115341,20947,10645,11390,11024,0,-636967.7127,-1088853.107
Hnátnice,430,1364,1300,1400,1350,377,5.68,7,6+7,0,145076,5936,18566,24020,27597,0,-600029.2334,-1068711.701
Sopotnice,431,1356,1300,1350,1325,353,6.38,7,6+7,0,137717,10211,20983,23915,33102,0,-606567.0876,-1063099.888
Heřmaneč,432,1350,1300,1400,1350,621,4.34,6,6+7,0,123492,13707,20421,15788,37123,0,-694802.9835,-1156799.43
Jílovice,433,1366,1300,1400,1350,497,1.83,8,8,0,134838,11952,26286,4467,20165,0,-738879.9211,-1177802.055
Malšín,436,1339,1325,1375,1350,797,7.42,5,5,0,157089,14957,6470,10292,3743,0,-773954.4107,-1196992.284
Prachatice,437,1312,1300,1400,1350,578,9.3,6,6+7,0,123379,16,28199,15777,18635,1,-789780.4628,-1157110.316
Lhota pod Kůstrým,438,1528,1350,1400,1375,667,6.42,6,6+7,0,112911,11631,16649,14206,39036,0,-808448.1399,-1134895.899
Kraselov,439,1352,1300,1400,1350,593,5.97,7,6+7,0,105475,8076,7866,8286,37054,0,-800359.8274,-1131413.982
Nestanice,440,1443,1300,1400,1350,440,2.44,8,8,0,110729,5333,27792,1088,18527,0,-773808.8899,-1149323.628
Budičovice,442,1399,1375,1425,1400,392,2.48,8,8,0,98838,7670,19163,1726,14274,0,-775147.6815,-1136419.899
Žďár,443,1460,1300,1400,1350,380,3.31,8,8,0,96110,10148,23936,7241,8762,0,-769731.6607,-1135284.836
Stará Dobev,446,1318,1300,1400,1350,386,3.31,8,8,0,92119,7306,11442,3909,17603,0,-781694.1347,-1126532.75
Vrcovice,448,1542,1350,1400,1375,413,3.92,7,6+7,0,84510,4500,18842,5936,6922,0,-771848.9888,-1122386.73
Dobešice,449,1468,1350,1400,1375,434,3.58,7,6+7,0,85366,8498,16451,11834,2314,0,-765951.4263,-1125191.313
Podolí,450,1368,1300,1400,1350,460,3.76,7,6+7,0,81156,13384,11401,16112,2712,0,-761673.1138,-1121955.459
Probulov,451,1312,1300,1400,1350,459,3.62,7,6+7,0,69049,20526,16743,3584,2646,0,-771671.718,-1105749.73
Staré Sedlo,452,1352,1300,1400,1350,424,4.22,8,8,0,67326,21898,15572,5165,1055,1,-769877.843,-1104667.584
Balkova Lhota,453,1523,1350,1400,1375,495,2.54,8,8,0,71974,9188,17347,8304,26122,0,-739035.3638,-1114896.375
Horská Kvilda,454,1577,1300,1400,1350,1068,5.96,4,4,0,130423,9577,33539,11448,33035,0,-820874.9576,-1147502.303
Nezdice na Šumavě,455,1396,1300,1400,1350,624,8.44,6,6+7,0,117338,5239,23123,8742,40475,0,-815069.9993,-1135471.698
Sedlečko,457,1591,1300,1400,1350,503,4.86,7,6+7,0,108244,8398,22049,2980,50276,0,-819121.7623,-1119790.836
Bolešiny,460,1524,1275,1325,1300,418,3.85,8,8,0,107284,5242,18615,18698,39097,0,-829144.179,-1106712.482
Dřevec,463,1419,1300,1400,1350,434,2.7,8,8,0,64643,20210,22001,16091,4608,0,-807346.4811,-1046771.128
Svinná,464,1363,1300,1400,1350,441,4.55,8,8,0,61248,19915,21426,8613,3802,0,-802646.4889,-1056103.478
Cetkov,465,1379,1275,1325,1300,520,4.96,6,6+7,0,59115,15380,14135,1884,10885,0,-798688.3222,-1062321.187
Černice,466,1402,1300,1400,1350,336,3.14,8,8,0,84300,4251,16342,6186,6915,0,-820635.5097,-1075425.999
Krupá,468,1353,1300,1400,1350,365,3.27,8,8,0,50201,7953,8698,7717,18440,0,-790163.4472,-1026348.436
Kyšice,469,1316,1300,1400,1350,395,2.34,8,8,1,22547,14359,17951,505,12193,0,-765073.0097,-1039437.374
Čelina,470,1336,1300,1400,1350,344,6.41,8,8,0,40032,21679,17066,11338,1813,0,-754972.5409,-1081162.166
Bedrč,472,1381,1300,1400,1350,314,4.42,8,8,0,37688,18858,3125,5034,4558,0,-725875.8828,-1076689.8
Štíhlice,473,1358,1300,1400,1350,380,3.08,8,8,0,27286,14082,12968,3581,13647,0,-718560.1536,-1055525.78
Stupice,474,1346,1300,1400,1350,292,1.54,8,8,1,16705,15911,16427,977,14184,0,-727233.1953,-1049051.425
Kaňk,475,1436,1350,1400,1375,259,2.23,9,9+10+11,0,62124,3007,2338,689,4705,1,-684053.1952,-1063190.759
Semtěš,476,1322,1300,1400,1350,275,2.47,8,8,1,79515,9474,15956,791,8973,0,-667059.0077,-1067188.613
Býchory,478,1352,1300,1400,1350,214,1.78,9,9+10+11,1,60836,6610,12087,8647,5111,0,-682822.8827,-1053133.946
Velim,479,1323,1300,1400,1350,207,1.37,9,9+10+11,1,49177,7633,12423,5729,4338,0,-694562.4453,-1052524.082
Předhradí,480,1352,1300,1400,1350,191,0.91,9,9+10+11,1,52169,7911,13160,6612,899,0,-691040.8411,-1049446.978
Vrbice,481,1305,1275,1325,1300,209,1.32,9,9+10+11,1,58786,13551,18596,172,8431,0,-684090.2369,-1040281.811
Chvalovice,482,1390,1300,1400,1350,187,0.57,9,9+10+11,1,48046,3970,7930,2619,766,0,-694808.5078,-1040996.186
Záluží,484,1454,1300,1350,1325,202,1.39,10,9+10+11,1,24212,7796,16588,3783,2633,0,-718798.2786,-1039932.561
Vesce,485,1547,1300,1400,1350,170,1.41,11,9+10+11,1,23520,3374,19550,4445,1014,0,-720541.8828,-1035458.457
Benátky nad Jizerou,486,1343,1300,1400,1350,239,2.13,9,9+10+11,1,36743,10022,20517,1897,12903,1,-711157.1119,-1024367.123
Chvistonosy,487,1373,1275,1325,1300,232,1.56,9,9+10+11,1,59276,10638,11647,9549,28344,0,-693578.1953,-1010010.832
Kašperské Hory,488,1300,1300,1400,1350,738,9.71,5,5,0,122164,35,28228,6430,40167,1,-819624.2685,-1138015.998
Sušice,489,1233,1200,1300,1250,476,7.93,7,6+7,0,115370,63,27948,108,49553,1,-820777.8519,-1128059.727
Kolinec,490,1290,1200,1225,1212.5,535,5.71,7,6+7,0,112612,9633,24556,8380,51293,1,-825376.3102,-1119602.321
Zbynice,491,1226,1200,1300,1250,530,5.67,7,6+7,0,110956,6413,24455,3688,53123,0,-821113.8727,-1121634.321
Chanovice,492,1352,1250,1300,1275,549,2.8,7,6+7,0,91320,9367,14906,8240,33612,0,-803738.6852,-1111045.696
Oselce,493,1394,1200,1300,1250,591,4.56,6,6+7,0,90144,13105,10046,11553,36136,0,-806365.9977,-1106949.946
Štipoklasy,494,1558,1200,1300,1250,603,4.61,7,6+7,0,99560,14821,11701,9691,41296,0,-816822.331,-1109614.3
Neurazy,495,1551,1200,1300,1250,483,4.97,7,6+7,0,97059,16881,8046,14515,36437,0,-817661.0602,-1104812.113
Vojovice,496,1551,1200,1300,1250,461,4.38,7,6+7,0,95861,16957,6831,17158,33808,0,-818211.3935,-1102219.196
Klatovy,498,1253,1225,1275,1250,420,3.08,8,8,0,111948,25,23685,13609,41273,1,-834315.2581,-1107516.154
Lhovice,499,1548,1200,1300,1250,408,4.63,8,8,0,105389,12180,17393,11038,30007,0,-834312.6123,-1095313.571
Pivoň,500,1379,1200,1300,1250,605,7.2,6,6+7,0,138364,14801,64,20472,56459,0,-872522.4144,-1091186.071
Poběžovice,501,1359,1200,1300,1250,437,3.66,8,8,0,133005,10431,5422,19517,51111,1,-867490.0394,-1089344.571
Bor,504,1263,1200,1300,1250,477,2.21,8,8,0,125326,13960,15793,2085,45039,1,-865828.4561,-1066971.404
Pernolec,505,1251,1200,1300,1250,485,2.46,7,6+7,0,129765,4175,23356,11063,39500,0,-871588.4353,-1059012.738
Lhotka,506,1366,1200,1300,1250,487,3.17,7,6+7,0,87557,16803,13198,15554,16360,0,-829612.2894,-1054509.529
Kožlany,507,1238,1225,1275,1250,427,2.67,8,8,0,63562,17960,22505,14662,6190,1,-806360.706,-1044320.425
Letkov,508,1325,1200,1300,1250,388,3.66,8,8,0,79550,3641,20827,4616,5235,0,-816695.331,-1072509.134
Radčice,509,1420,1200,1300,1250,312,2.53,8,8,0,86542,4062,15223,2978,5101,0,-825818.1644,-1067508.509
Plzeň,510,1295,1200,1300,1250,319,2.46,8,8,0,83955,53,16614,217,1998,1,-822407.6852,-1069724.394
Vejprnice,511,1235,1200,1300,1250,329,2.24,8,8,0,91337,7573,10205,265,9312,0,-829908.6227,-1070530.05
Přeštice,512,1226,1200,1300,1250,357,2.71,8,8,0,97184,17372,13060,15147,21417,1,-828747.1019,-1088407.946
Veselá,513,1352,1200,1225,1212.5,449,3.63,7,6+7,0,73235,9306,18918,12060,14598,0,-807281.456,-1077763.759
Číčov,514,1352,1200,1300,1250,555,3.51,7,6+7,0,73443,17005,16271,20746,23330,0,-802479.2685,-1085844.134
Spálené Poříčí,515,1239,1200,1300,1250,418,3.57,7,6+7,0,78855,13303,12674,20554,21277,0,-808427.1019,-1086756.946
Vlčice,516,1379,1200,1300,1250,390,3.97,8,8,0,85285,15240,7845,23344,23763,0,-813287.4977,-1091051.134
Žďár,517,1326,1200,1300,1250,414,4.63,7,6+7,0,84551,17985,5782,25025,26657,0,-810840.1019,-1093231.3
Tlestko,518,1419,1200,1300,1250,528,3.05,7,6+7,0,68479,19243,19117,4506,16839,0,-810773.956,-1034620.8
Rakovník,519,1257,1200,1300,1250,322,3.88,8,8,0,49491,28,16377,69,11978,1,-791509.6435,-1034193.498
Lišany,520,1252,1200,1300,1250,340,3.2,8,8,0,49045,5057,11324,5099,15904,0,-789924.7893,-1029388.665
Tuchlovice,521,1283,1275,1325,1300,389,2.43,8,8,0,31322,12408,18321,5754,11691,0,-772539.0185,-1033153.686
Stochov,522,1324,1200,1300,1250,449,2.57,8,8,0,33496,12749,16695,6942,11899,0,-774340.831,-1031711.706
Čelechovice,523,1358,1175,1225,1200,399,2.64,8,8,0,34501,11620,14364,6734,13931,0,-774504.8727,-1029386.019
Chýnice,525,1339,1200,1300,1250,328,2.82,8,8,1,15188,13455,9401,2392,6376,0,-755335.8101,-1051613.665
Hudlice,526,1341,1200,1300,1250,395,6.11,7,6+7,0,35067,7221,23787,6314,4956,0,-776597.7268,-1052415.352
Neumětely,528,1331,1200,1300,1250,316,2.78,8,8,0,37894,12615,17190,6357,11837,0,-773684.6643,-1064994.967
Březnice,530,1238,1200,1300,1250,467,2.43,8,8,0,67963,31099,24443,5695,15010,1,-784515.3831,-1096685.436
Příbram,531,1216,1200,1300,1250,506,4.09,7,6+7,0,53317,30998,14810,4982,15588,1,-778284.4456,-1082826.561
Trhové Dušníky,532,1321,1200,1300,1250,453,4.02,7,6+7,0,50832,28147,13589,5585,17006,0,-777646.7997,-1080040.498
Zalužany,533,1291,1200,1300,1250,469,2.78,8,8,0,65318,26342,22623,827,5656,0,-775167.6539,-1099762.54
Vletice,535,1220,1200,1300,1250,375,6.77,7,6+7,0,54280,35024,16984,16040,5433,0,-758057.0497,-1095116.456
Libčice,536,1321,1200,1300,1250,393,5.82,7,6+7,0,37894,28819,15195,8860,4117,0,-755903.3414,-1078582.644
Sedlčany,537,1294,1200,1300,1250,352,4.22,8,8,0,47742,35622,22777,17529,9170,1,-749008.2997,-1090359.248
Kosova Hora,538,1290,1200,1300,1250,380,4.4,7,6+7,0,48347,33569,21620,14197,11299,1,-745772.4455,-1091277.352
Kamenný Újezdec,541,1410,1200,1300,1250,249,5.57,8,8,0,26492,24070,9430,5568,352,0,-739478.008,-1069302.384
Benešov,542,1219,1200,1300,1250,362,3.46,8,8,0,38946,32026,327,2494,6497,1,-728270.258,-1079150.175
Rataje nad Sázavou,545,1289,1275,1300,1287.5,353,5.8,7,6+7,0,47209,18037,5875,19552,398,1,-708280.9872,-1075212.514
Bělčice,546,1390,1250,1300,1275,444,5.2,7,6+7,0,38852,21523,6483,12249,2991,1,-718908.6382,-1073649.488
Hradové Střimelice,547,1320,1200,1300,1250,396,6.08,7,6+7,0,35053,16115,2161,14405,1977,0,-717487.8257,-1067257.154
Horní Bučice,549,1279,1200,1300,1250,231,1.09,9,9+10+11,1,75832,4611,11960,1026,12412,0,-672012.5653,-1070186.092
Kutná Hora,550,1276,1200,1300,1250,263,2.84,8,8,1,62526,67,2078,3595,7741,1,-684733.7319,-1066181.623
Sokoleč,551,1332,1275,1300,1287.5,192,0.9,9,9+10+11,1,49121,10010,10212,4804,3737,0,-694015.3153,-1048656.946
Vlkov pod Oškobrhem,552,1353,1200,1300,1250,233,1.22,9,9+10+11,1,57637,13208,17316,1983,6225,0,-685175.5861,-1042902.258
Kněžice,553,1295,1200,1300,1250,226,1.4,9,9+10+11,1,67939,8380,28710,4747,19696,0,-675650.5861,-1032774.008
Říčany,554,1289,1200,1300,1250,339,2.28,8,8,1,19844,18750,17287,7337,13490,1,-727643.857,-1055816.571
Mukařov,555,1352,1200,1300,1250,429,2.49,7,6+7,0,25124,16960,13192,5418,12347,0,-721545.2111,-1056398.654
Třebohostice,556,1417,1200,1300,1250,338,2.12,8,8,0,22173,17843,18028,1046,14747,0,-722293.982,-1051427.133
Úvaly,557,1300,1250,1300,1275,248,1.76,8,8,1,22114,14069,19216,3007,10678,1,-721158.9195,-1047511.3
Aldašín,558,1352,1200,1300,1250,433,3.86,8,8,0,32338,11104,7937,7041,8962,0,-715409.5236,-1060192.779
Český Brod,559,1259,1225,1275,1250,222,2.09,9,9+10+11,1,31428,11455,11027,4249,11321,1,-711902.4716,-1048704.571
Kounice,561,1257,1200,1300,1250,210,1.94,10,9+10+11,1,31160,14495,9422,462,7297,0,-711709.3257,-1044905.154
Svémyslice,562,1227,1200,1300,1250,240,1.13,9,9+10+11,1,17546,5621,18790,3860,4716,0,-725811.6174,-1038679.508
Hlavenec,563,1386,1200,1300,1250,195,1.53,9,9+10+11,1,26287,5434,22931,437,5375,0,-720623.1382,-1028926.967
Sedlčánky,564,1375,1200,1300,1250,173,1.26,11,9+10+11,1,27651,8632,14266,6171,347,0,-715701.8882,-1037581.488
Přerov nad Labem,565,1227,1200,1300,1250,179,1.33,11,9+10+11,1,29983,11512,11394,5305,2292,1,-713119.5549,-1038858.764
Slivínko,566,1223,1200,1300,1250,282,2.3,8,8,1,32633,12756,25736,3845,11705,0,-717688.9091,-1022195.305
Krpy,567,1352,1200,1300,1250,236,2.43,8,8,1,32945,14957,28525,7974,12291,0,-720287.1174,-1018980.618
Úhelnice,568,1395,1200,1300,1250,242,1.53,9,9+10+11,1,57713,8299,9370,6472,29425,0,-696383.5015,-1008741.574
Všeborsko,569,1384,1200,1300,1250,249,2.06,8,8,1,61680,12629,10864,10018,30554,0,-692044.3348,-1007992.803
Horní Bousov,570,1323,1200,1300,1250,288,2.34,8,8,1,64760,14251,13926,13662,31397,0,-688147.0223,-1008299.719
Dolní Bousov,571,1330,1250,1300,1275,242,2.88,9,9+10+11,1,63746,15903,15953,15177,28999,1,-687739.564,-1010919.094
Mnichovo Hradiště,572,1279,1200,1300,1250,242,2.63,9,9+10+11,1,62436,13485,1901,2396,37896,1,-697329.3869,-1000248.449
Údlice,574,1295,1250,1300,1275,289,1.7,10,9+10+11,1,78905,13564,4016,10557,8038,1,-805024.3345,-994485.8026
Květnov,575,1552,1400,1500,1450,631,7.37,6,6+7,0,88886,5841,7160,19343,16970,0,-809929.7095,-984746.4901
Okna,576,1352,1200,1300,1250,284,3.31,8,8,0,52154,20055,19612,18687,21277,0,-718564.4542,-996847.2915
Komárov,577,1430,1300,1325,1312.5,643,6.94,6,6+7,0,82812,8635,24579,23150,23748,0,-674971.7042,-995529.6665
Dobruška,578,1312,1200,1300,1250,297,2.4,8,8,0,126234,13909,10759,7326,17738,1,-616776.5999,-1035947.417
Hradec Králové,579,1073,800,900,850,248,0.81,9,9+10+11,1,101789,22,,11438,552,1,-641025.6625,-1042392.667
Malšova Lhota,580,1403,1300,1400,1350,233,1.26,9,9+10+11,1,105213,3494,9218,12198,3997,0,-637599.3083,-1042982.687
Peklo,581,1543,1400,1500,1450,335,3.96,7,6+7,0,135236,4504,22816,26958,33999,0,-608111.4958,-1055039.75
Vrbice,582,1544,1175,1225,1200,423,3.81,7,6+7,0,130930,16450,22329,24947,29318,0,-612866.0583,-1059045.542
Zdechovice,583,1352,1200,1300,1250,241,2.53,9,9+10+11,1,75176,7414,13862,7385,3659,0,-669762.3064,-1060775.42
Okrouhlice,584,1454,1200,1300,1250,411,3.09,7,6+7,0,92209,6895,20191,5167,201,0,-673109.2856,-1103386.566
Dlouhá Ves,585,1256,1200,1300,1250,467,3.66,7,6+7,0,106668,7398,18997,6202,2006,0,-660525.7022,-1110895.441
Stříbro,586,1183,800,900,850,402,3.79,8,8,0,108275,34249,,1823,28235,1,-848832.3066,-1065002.139
Tisová,587,1233,1200,1300,1250,500,2,7,6+7,0,127715,6752,20854,9279,41212,0,-869344.1295,-1060367.962
Roztoky,588,1233,1200,1300,1250,184,4.12,10,9+10+11,1,8072,7556,7524,1838,646,0,-743362.7752,-1034967.962
Zbuzany,589,1395,1100,1200,1150,358,2.54,8,8,1,11964,10502,8438,923,7220,0,-753345.8351,-1048693.553
Neveklov,590,1285,1200,1300,1250,411,4.83,8,8,0,37994,35528,12043,9163,8125,1,-739870.6059,-1080901.282
Domašín,591,1352,1200,1300,1250,379,3.7,8,8,0,52932,33006,8837,15068,9972,1,-715867.6059,-1088582.137
Hradsko,592,1217,1000,1100,1050,322,4.58,8,8,0,39937,22514,,21062,10064,0,-725960.1372,-1006813.98
Bubeneč,593,1197,1100,1200,1150,207,4.25,10,9+10+11,1,2110,1605,1572,19,1542,0,-743520.6984,-1041034.114
Hostovice,594,1244,1100,1200,1150,239,0.96,9,9+10+11,1,103875,7661,13558,2137,7002,0,-641384.2321,-1065435.773
